City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,frenda,35.0654,1.0495,8.71,82,90,7.01,DZ,1684526876
364,plastun,44.7561,136.2939,5.18,95,73,2.7,RU,1684526876
365,san luis de la loma,17.2706,-100.8939,32.68,53,77,5.18,MX,1684526876
366,sola,-13.8833,167.55,27.41,77,90,6.22,VU,1684526876
367,jerantut,3.936,102.3626,23.39,98,100,0.2,MY,1684526876
368,nabire,-3.3667,135.4833,23.13,91,70,1.85,ID,1684526876
369,lata,40.1629,-8.3327,17.82,45,4,2.43,PT,1684526877
370,laguna,38.421,-121.4238,31.3,45,0,3.09,US,1684526877
371,recco,44.3623,9.1435,17.02,78,100,3.1,IT,1684526877
372,naze,28.3667,129.4833,20.18,88,100,4.24,JP,1684526877
373,lingyuan,41.24,119.4011,12.63,37,33,0.95,CN,1684526877
374,sebdou,34.637,-1.3314,10.61,67,7,2.28,DZ,1684526877
375,kayangel,8.0823,134.7173,28.18,73,95,0.19,PW,1684526877
376,cabo san lucas,22.8909,-109.9124,30.34,47,75,4.63,MX,1684526792
377,saijo,33.9167,133.1833,18.05,95,45,1.18,JP,1684526877
378,kabo,7.6994,18.629,27.42,51,98,2.72,CF,1684526878
379,talcahuano,-36.7167,-73.1167,14.82,63,0,5.14,CL,1684526878
380,vila franca do campo,37.7167,-25.4333,18.23,82,100,4.75,PT,1684526878
381,usinsk,65.9939,57.5281,5.67,87,100,4.83,RU,1684526878
382,loreto,22.2667,-101.9667,25.06,31,100,5.93,MX,1684526878
383,kismayo,-0.3582,42.5454,26.61,82,82,4.55,SO,1684526878
384,grand falls-windsor,48.9332,-55.6649,15.28,40,95,2.24,CA,1684526879
385,the colony,33.089,-96.8864,33.71,54,40,6.69,US,1684526879
386,nguigmi,14.2495,13.1092,34.03,22,83,3.06,NE,1684526879
387,midvagur,62.0511,-7.1939,9.46,100,100,6.69,FO,1684526879
388,hotan,37.0997,79.9269,22.25,21,100,2.06,CN,1684526879
389,shimoda,34.6667,138.95,17.28,94,100,8.24,JP,1684526879
390,as samawah,31.332,45.2944,30.36,35,100,11.29,IQ,1684526879
391,general roca,-39.0333,-67.5833,14.66,19,0,4.35,AR,1684526879
392,hirara,24.8,125.2833,23.07,79,10,4.49,JP,1684526880
393,teofilo otoni,-17.8575,-41.5053,21.83,53,0,1.67,BR,1684526585
394,port saint john's,-31.6229,29.5448,15.72,75,74,3.12,ZA,1684526880
395,payson,40.0444,-111.7321,25.78,35,40,4.63,US,1684526880
396,pandan,14.0453,124.1694,26.45,84,61,2.5,PH,1684526880
397,fortuna,40.5982,-124.1573,16.63,87,100,5.66,US,1684526880
398,newnham,-41.3833,147.1333,2.59,87,100,0.51,AU,1684526880
399,frolovo,49.7713,43.6622,15.72,45,0,2.45,RU,1684526880
400,chigorodo,7.6664,-76.6811,28.68,88,100,2.13,CO,1684526881
401,qacha's nek,-30.1154,28.6894,0.97,90,8,1.03,LS,1684526881
402,zhenzhou,32.2692,119.1789,19.38,87,100,3.31,CN,1684526881
403,zouerate,22.7187,-12.4521,26.61,12,97,4.21,MR,1684526881
404,port macquarie,-31.4333,152.9167,5.5,76,0,1.91,AU,1684526881
405,jamaame,0.0697,42.745,25.68,84,100,2.98,SO,1684526882
406,qui nhon,13.7667,109.2333,27.61,81,91,1.08,VN,1684526882
407,vadso,70.0744,29.7487,10.49,71,0,2.06,NO,1684526882
408,piton saint-leu,-21.2196,55.3151,22.06,73,0,3.09,RE,1684526882
409,nova vicosa,-17.8919,-39.3719,23.17,67,2,4.67,BR,1684526637
410,minas de marcona,-15.2119,-75.1103,19.04,62,4,7.73,PE,1684526757
411,san pedro pochutla,15.7333,-96.4667,35.95,48,84,4.38,MX,1684526882
412,salgueiro,-8.0742,-39.1192,26.95,62,79,4.5,BR,1684526882
413,fuyu,45.1833,124.8167,12.61,32,17,5.65,CN,1684526882
414,fort st. john,56.2499,-120.8529,16.94,45,100,6.69,CA,1684526654
415,sanctuary point,-35.1114,150.629,10.42,81,0,3.38,AU,1684526883
416,luanda,-8.8368,13.2343,25.0,78,20,3.6,AO,1684526865
417,taitung city,22.7583,121.1444,25.21,90,58,1.83,TW,1684526883
418,semnan,35.5729,53.3971,25.59,25,100,4.73,IR,1684526883
419,ditrau,46.8167,25.5167,9.62,91,14,1.92,RO,1684526883
420,tshabong,-26.05,22.45,12.46,31,0,2.13,BW,1684526883
421,tete,-16.1564,33.5867,24.54,42,92,1.63,MZ,1684526883
422,el bauga,18.262,33.9081,31.32,14,40,6.24,SD,1684526883
423,north platte,41.1239,-100.7654,17.94,42,0,7.15,US,1684526884
424,queenstown,-31.8976,26.8753,6.16,80,6,1.05,ZA,1684526884
425,narrabri,-30.3167,149.7833,5.54,67,0,2.61,AU,1684526799
426,hasaki,35.7333,140.8333,18.45,90,100,5.3,JP,1684526884
427,forster,-32.1667,152.5167,8.7,71,0,3.32,AU,1684526884
428,kerikeri,-35.2268,173.9474,15.51,94,98,0.45,NZ,1684526884
429,juneau,58.3019,-134.4197,13.01,95,100,5.66,US,1684526884
430,miquelon,47.0975,-56.3814,8.0,79,21,10.66,PM,1684526884
431,portland,45.5234,-122.6762,27.28,60,20,5.66,US,1684526616
432,mazatlan,23.2167,-106.4167,27.17,77,100,3.13,MX,1684526595
433,cururupu,-1.8283,-44.8683,25.96,90,100,2.02,BR,1684526884
434,sao gabriel da cachoeira,-0.1303,-67.0892,28.2,88,100,0.27,BR,1684526885
435,saint-louis,16.3333,-15.0,34.85,13,4,5.3,SN,1684526885
436,hami,42.8,93.45,17.85,14,85,4.08,CN,1684526885
437,linhares,-19.3911,-40.0722,21.49,63,0,3.69,BR,1684526885
438,boguchany,58.3814,97.4531,3.75,93,13,1.23,RU,1684526885
439,kodinsk,58.6881,99.1844,3.5,92,13,1.14,RU,1684526885
440,o barco de valdeorras,42.4164,-6.9901,14.64,68,26,2.23,ES,1684526885
441,lijiang,26.8688,100.2207,11.28,92,2,2.02,CN,1684526885
442,laojunmiao,39.8333,97.7333,7.98,19,100,6.38,CN,1684526885
443,port alfred,-33.5906,26.891,13.67,77,11,2.06,ZA,1684526885
444,trapani,37.8333,12.6667,17.93,66,100,3.78,IT,1684526885
445,xichang,27.8964,102.2634,17.68,93,89,1.01,CN,1684526797
446,neiafu,-18.65,-173.9833,27.38,89,75,4.12,TO,1684526886
447,gadzhiyevo,69.2551,33.3362,9.39,71,100,5.83,RU,1684526886
448,mhamid,29.82,-5.72,24.49,18,0,4.09,MA,1684526886
449,kapuskasing,49.4169,-82.4331,8.27,87,100,3.44,CA,1684526886
450,bereznik,62.8551,42.7072,7.54,82,37,2.24,RU,1684526886
451,camapua,-19.5314,-54.0439,26.22,51,2,1.53,BR,1684526886
452,copala,16.65,-98.9833,32.96,52,100,4.33,MX,1684526886
453,mejit,10.2753,170.8646,27.46,81,100,6.0,MH,1684526887
454,mandalgovi,45.7625,106.2708,1.27,41,0,9.34,MN,1684526887
455,east london,-33.0153,27.9116,14.57,73,6,2.04,ZA,1684526887
456,chulakkurgan,43.765,69.1814,17.5,48,50,0.67,KZ,1684526887
457,carandai,-20.9536,-43.8064,14.42,81,0,2.16,BR,1684526887
458,tirlyanskiy,54.2109,58.5806,5.03,97,98,1.36,RU,1684526887
459,subaykhan,34.8544,40.6083,24.37,35,88,1.34,SY,1684526887
460,barra de santo antonio,-9.4047,-35.5072,25.6,78,74,3.54,BR,1684526887
461,adrar,20.5022,-10.0711,27.59,11,3,5.33,MR,1684526887
462,fontem,5.4685,9.8818,20.02,91,97,1.49,CM,1684526887
463,aasiaat,68.7098,-52.8699,-0.11,95,100,8.68,GL,1684526888
464,porto novo,6.4965,2.6036,27.52,82,100,3.71,BJ,1684526888
465,dolisie,-4.1997,12.6739,22.97,96,100,2.01,CG,1684526888
466,bosobolo,4.1833,19.9,21.63,95,100,0.49,CD,1684526888
467,ambodifotatra,-16.9833,49.85,25.5,79,1,3.42,MG,1684526888
468,sos'va,59.1766,61.8558,8.83,56,22,2.35,RU,1684526888
469,labrador city,52.9463,-66.9114,3.15,96,100,5.71,CA,1684526888
470,lepsy,46.235,78.9456,16.72,57,79,2.96,KZ,1684526888
471,dwarka,22.2394,68.9678,27.93,81,5,6.55,IN,1684526888
472,baraolt,46.0751,25.6003,10.75,88,9,1.39,RO,1684526888
473,oviedo,43.3603,-5.8448,12.93,93,33,1.34,ES,1684526889
474,labasa,-16.4167,179.3833,27.68,83,90,1.15,FJ,1684526889
475,lubartow,51.4603,22.6095,13.46,92,100,2.38,PL,1684526889
476,okha,53.5739,142.9478,0.77,86,11,3.0,RU,1684526889
477,mzimba,-11.9,33.6,16.01,78,21,2.46,MW,1684526889
478,cuamba,-14.8031,36.5372,19.16,63,4,1.03,MZ,1684526889
479,bushehr,28.9684,50.8385,28.86,49,39,0.88,IR,1684526889
480,parabel',58.6978,81.4825,9.65,55,70,0.83,RU,1684526889
481,mildura,-34.2,142.15,8.93,87,99,3.45,AU,1684526650
482,karema,-6.8205,30.4389,23.78,74,18,1.89,TZ,1684526889
483,nuku'alofa,-21.1333,-175.2,26.19,94,75,5.14,TO,1684526889
484,papao,-17.75,-149.55,29.82,76,1,5.07,PF,1684526890
485,rawlins,41.7911,-107.2387,17.94,25,0,6.17,US,1684526890
486,cidreira,-30.1811,-50.2056,19.5,81,72,3.66,BR,1684526890
487,urumqi,43.801,87.6005,15.53,34,0,2.0,CN,1684526890
488,flekkefjord,58.2971,6.6607,11.08,80,7,1.21,NO,1684526890
489,kralendijk,12.15,-68.2667,29.99,70,75,9.26,BQ,1684526890
490,ende,-8.8432,121.6623,23.53,81,100,2.82,ID,1684526890
491,imuris,30.7833,-110.8667,28.61,20,1,3.51,MX,1684526890
492,kiboga,0.9161,31.7742,16.71,96,31,1.26,UG,1684526890
493,contamana,-7.3333,-75.0167,32.37,54,84,1.44,PE,1684526891
494,punta alta,-38.8759,-62.0736,16.15,45,4,6.36,AR,1684526881
495,ha'il,27.5219,41.6907,27.68,19,9,6.91,SA,1684526891
496,prince edward,44.0001,-77.2495,17.08,64,100,0.45,CA,1684526857
497,yangambi,0.8102,24.4336,21.16,95,97,1.32,CD,1684526891
498,amursk,50.2261,136.8994,6.97,85,8,2.19,RU,1684526837
499,yarkovo,57.4028,67.0786,10.15,54,65,1.96,RU,1684526891
500,kashgar,39.4547,75.9797,20.4,21,65,1.73,CN,1684526891
501,scottburgh,-30.2867,30.7532,14.37,79,47,3.69,ZA,1684526891
502,baukau,51.5526,7.2042,15.92,50,11,0.45,DE,1684526891
503,remire-montjoly,4.9167,-52.2667,29.02,70,75,5.66,GF,1684526640
504,nishinoomote,30.7333,131.0,21.43,82,100,5.13,JP,1684526892
505,broken hill,-31.95,141.4333,10.49,56,100,3.45,AU,1684526892
506,antofagasta,-23.65,-70.4,17.6,75,100,3.6,CL,1684526731
507,paita,-5.0892,-81.1144,25.67,72,16,7.3,PE,1684526892
508,qingdao,36.0986,120.3719,16.47,86,82,3.95,CN,1684526892
509,choma,-16.8065,26.9531,18.04,43,75,1.65,ZM,1684526892
510,as sulayyil,20.4607,45.5779,31.29,26,94,10.68,SA,1684526892
511,bengkulu,-3.8004,102.2655,24.34,91,94,1.7,ID,1684526892
512,tamanrasset,22.785,5.5228,27.95,18,40,7.2,DZ,1684526892
513,wimauma,27.7125,-82.299,35.5,62,51,2.68,US,1684526893
514,hafar al-batin,28.4328,45.9708,28.88,33,54,8.34,SA,1684526893
515,dean funes,-30.4204,-64.3498,19.4,66,97,0.61,AR,1684526893
516,belmonte,-15.8631,-38.8828,24.34,63,4,5.5,BR,1684526893
517,zhigalovo,54.8097,105.1578,1.45,93,100,1.77,RU,1684526893
518,kuta,-8.7233,115.1723,25.0,88,40,1.54,ID,1684526893
519,ladovskaya balka,45.6297,41.4023,16.03,61,63,5.17,RU,1684526893
520,ancud,-41.8697,-73.8203,9.72,59,91,1.07,CL,1684526893
521,badr hunayn,23.7829,38.7905,27.47,43,0,1.7,SA,1684526893
522,tinajo,29.0788,-13.7081,19.49,68,20,8.23,ES,1684526893
523,east ballina,-28.8667,153.5833,8.78,79,0,2.76,AU,1684526894
524,margate,51.3813,1.3862,12.17,78,0,4.02,GB,1684526894
525,ugoofaaru,5.6667,73.0,28.46,72,94,1.39,MV,1684526894
526,sisimiut,66.9395,-53.6735,-0.44,96,100,5.03,GL,1684526894
527,votkinsk,57.0486,53.9872,11.54,75,100,2.17,RU,1684526894
528,port blair,11.6667,92.75,28.02,83,20,1.03,IN,1684526894
529,el calafate,-50.3408,-72.2768,2.99,74,97,1.48,AR,1684526894
530,ridder,50.355,83.5133,5.17,59,0,2.62,KZ,1684526894
531,pisco,-13.7,-76.2167,24.03,64,6,8.23,PE,1684526894
532,mangai,-4.05,19.5333,22.5,93,98,0.77,CD,1684526894
533,shevchenko,48.5,35.0,17.44,60,100,3.31,UA,1684526895
534,isangel,-19.55,169.2667,23.06,88,75,0.0,VU,1684526868
535,siwa oasis,29.2041,25.5195,26.98,21,0,4.18,EG,1684526895
536,hengchun,22.0042,120.7439,26.16,85,27,3.12,TW,1684526895
537,bodo,67.28,14.405,9.41,98,75,3.09,NO,1684526895
538,bhamo,24.2667,97.2333,21.29,96,9,0.91,MM,1684526895
539,dalandzadgad,43.5708,104.425,3.53,18,42,3.72,MN,1684526895
540,amahai,-3.3333,128.9167,29.49,73,100,2.54,ID,1684526895
541,novovarshavka,54.1721,74.6946,10.82,55,24,4.21,RU,1684526895
542,nantucket,41.2835,-70.0995,15.56,78,0,5.14,US,1684526895
543,kudymkar,59.0173,54.656,10.36,59,99,1.52,RU,1684526763
544,brzeziny,51.8002,19.7514,11.9,94,100,2.47,PL,1684526896
545,crane,31.3974,-102.3501,32.15,24,34,0.76,US,1684526896
546,pyhajarvi,67.0701,27.2176,9.57,76,100,3.45,FI,1684526896
547,yamba,-5.9,22.3,23.54,83,51,0.36,CD,1684526896
548,al ain city,24.1917,55.7606,35.79,17,0,4.63,AE,1684526896
549,dunedin,-45.8742,170.5036,10.45,97,100,3.13,NZ,1684526794
550,oliver,49.1831,-119.5524,30.9,33,1,1.15,CA,1684526896
551,adre,13.4667,22.2,30.81,12,0,2.88,TD,1684526896
552,charlestown,-32.95,151.6667,8.71,74,0,1.79,AU,1684526839
553,aitape,-3.1374,142.3475,25.31,85,100,1.42,PG,1684526896
554,namibe,-15.1961,12.1522,20.32,73,2,3.64,AO,1684526897
